ID,text,label,pred_llm
513170,"Keey ? . i Got to do the work , but i do n't understan , i do n't now wath i will write , everything is beeing wrong",negative,negative
71084,am tired & amp ; getting grumpy & amp ; want to go home,negative,negative
57784,my bro . gifted a webcam . do n't know how to make it work can anyone help ? ?,negative,positive
872358,Thinks answered her own question,positive,positive
1370916,"I know I do n't do FF enough , and i should , I promise to do better next Friday !",positive,positive
1402144,Ok I finally got all the apps I bought changed to this BB 's PIN,positive,positive
440770,"If I win it 's not gon na be by much , 2 of my 3 WRs got me nothing",negative,negative
347262,"I need a vacation , but I have too many responsibility .",negative,negative
483990,thanks I 'll go watch it nw . Did u c on perez they performed in the street I want to meet them,negative,positive
1133815,Thank goodness the storm did n't affect my OTA HDTV reception . I got hockey to watch ! !,positive,positive
1232828,: O I wa just about to post that for musicmonday ! Brilliant choice,positive,positive
873890,Everyone should come to the Black & amp ; Pink Ball tonight ! Its going to be a blast !,positive,positive
549110,My back is killing me at work tonight,negative,negative
364764,"today wa the last day of class , in other word the last day of school ! And i miss LOADS BUT LOADS OF PEOPLE ! ! ! ! ! ! & lt ; /3",negative,negative
568080,still dont have power,negative,negative
250939,"Just got back from work , had to go fix the network ... on a Sunday",negative,negative
331827,"No , though I qualified for a $ 250 one to get some new flu shot but I couldnt get to the facility on the day and had to withdraw",negative,negative
1571456,"Oh how I miss thee green chile ... on my egg , cheeseburger ... I 'm going to go back to you New Mexico . Believe me .",positive,positive
559385,Definately lol im ok bored outa my mind tho although i hav just noticed it nearly midday ! Woo,negative,positive
966438,"Aw , yay . And hey , just make it up a you go along . Not like any of u know them anyway , right ? It 's what I did .",positive,positive
22674,"The Interweb - Infinite Vastness of Half-assed Features ! Unfortunately , accomplished workmanship & amp ; perfection are rare What do you think ?",negative,negative
878905,had so much fun on my shopping spree ... lot of stuff,positive,positive
943744,Hey there .,positive,positive
375505,I wish I could ! I 'll be in KC You 'll have to let me know their set list and the Tweedyisms ! Rock on Nels !,negative,positive
806420,"righto , time for work . have a productive day everyone and do n't stay on here too long ! !",positive,positive
1513874,had a good weekend going back to sleep now .,positive,positive
106333,I ca n't believe I 'm stuck in a hotel on a saturday night ... watching the f'n history channel ... I 've become my father,negative,negative
632978,nobody notified me like they said they would when came back ! luckily I swooped in right in time !,negative,negative
1290778,forgot to tell you . offer 10 chance to guess the price . it wouldnt take a 11th choice . bye bye bot,positive,negative
1594807,Thanks dood . Not a hard a advertised,positive,positive
1532561,Coincidence it fell in the tea ? I think not,positive,negative
709167,"Ya i know . I must be one of her greatest fan , too bad she never followed me back",negative,negative
811302,I ca n't believe we have another cold front ! I wa really missing that cold weather,positive,negative
459807,"god , yeah he doe . poor jrich",negative,negative
413674,I dont have 300. and I have never seen it .,negative,
445383,"might sew cosplay today , might not . AE is too close , I prolly wo n't finish if I start now .",negative,
767603,yeah .... it about 90 ... wish I could make it to see you ! Have to work,negative,
792132,"Sweet Japanese Girl and now it 's GONE ! Nothing work a well on blackhead - not Ocean Salt , not Dark Angles , nothing ! * sob *",negative,
1278596,Will do . I hope it is good co I 'd hate to spend two hour indoors if it is n't,positive,
797544,I 'm at the doctor 's in my boxer waiting to be seen,negative,
298703,more than a week now since i ordered my bag o crap off 1-day and still nothing ha arrived,negative,
686897,jealous ! But hope you have a fab time tonight - I wa a bit miserable last night knowing I SHOULD have been there !,negative,
1168219,Good Morning everyone ! Hope you have a great Sunday !,positive,
191187,"Checked my clock and saw he may still be on . Logged on and found he left 30 min earlier . I love him , and hope he 's okay .",negative,
618399,resting my eye have been working on computer since 7am,negative,
785767,Whatt to doo ? iss off ill ( N ),negative,
1238777,Eating at work ! Almost lunch time,positive,
590108,why did sociable allow the ugly & quot ; twit this & quot ; in their last update ? look horrible with all the pretty icon,negative,
841989,"when House say & quot ; sista , & quot ; it 's adorable when the jimmy john guy say it , it ha an uncomfortable racial undertone .",positive,
613425,"we 've been lucky here , all the rain ha been in the middle of the night . But then you ca n't listen to it while you read",negative,
1502162,I had an great time in my bro 's graduation party today ! But i 'm sooo tired right now !,positive,
700849,hey it say you are n't following me again,negative,
136888,Is there an application out there that 's worse than Lotus Notes ? System resource hungry ; force quitting is it regular modus operandi .,negative,
791060,wishing i wa at we wed. off to see my blindingly expensive lawyer instead .,negative,
685425,it belongs to someone ca n't .. but shit it is smitten with me haha .. so cuddly,negative,
351956,"I only have the one at the moment , the others are in for repair",negative,
900018,character design complete ! .... in about a week we 'll give another sneak peak ... stay posted !,positive,
230795,I just got bashed on Bebo by someone I do n't have anything to do with . I 'm not really sure why ...,negative,
643461,"aw , myspace isnt working",negative,
181827,I 'm totally blur today and yesterday,negative,
254208,we are going to miss you ! but take care of family,negative,
1301298,Do any of you have the code for that button we made in class ( the one were you click and number go up ? ) thanks,positive,
521199,lot of homework to do ..... i have no time to use the computer,negative,
4930,"Oh snap , bar and liquor store are n't open on the statutory holiday during Easter . Stupid retarded law",negative,
221283,"yeah .... suck , but such is life , ya know",negative,
971340,I would bet on playing w/son & amp ; nephew . That 's what always doe it for me,positive,
111809,wan na play SOCCER but it raining,negative,
1368912,... that wa one messy hamburger ... Ahahah ! ! Just read a Times article about twitter . really interesting,positive,
254232,"I wish it wa alcohal induced , but it 's work related . Idiot baristas do not respect my authoritah savetheunusuals",negative,
35872,such a sad day lost two follower and my friend that skid class with mevlfft without me,negative,
1542153,he 's pretty awesome yes . asleep in the bread aisle is a great album,positive,
1001052,Writing fantastic book . More to come soon . Enough writing for one night ...,positive,
722665,"Jen/Brayden . They 're gone to California , I want them back in Aus . And there going to the JoBro 's concert in August ! 6 month , too long !",negative,
748756,aww princess what u been doing with your hand !,negative,
673542,So sick of thinking about the past and letting it effect the prsent . Why did that all have to happen ?,negative,
1260398,i just bought my ticket for Metric for my birfday . GON BE DRUNK !,positive,
893448,"I do n't see many tweet from you , the one I worry about are the one who tweet all day , and then up and stop",positive,
55240,"Well i wa IMing alonna , but she kind of ditched me . sad haha .",negative,
412131,My flick wa worse today did n't throw enough the other day to get it down .,negative,
791241,aw so sad that we ca n't I work tomorrow all day,negative,
818239,Lost 1/0 it 's okay though,positive,
1427994,Pat 's Place best resturaunt ever . It 's only cause there are hella cute guy here .,positive,
665454,Really ? But they 'll destroy the house and the wiring . Oh I wish I couldve thought of another way,negative,
1256183,had fun at the pool tonight after dinner,positive,
428922,Im overwhelmed at work- Id do anything to be home with my baby and my hubby ...,negative,
363294,The most wonderful thing happend today are car broke down .,negative,
866828,Just got back from run and toby is to keen on twitter Love it .,positive,
487299,ha ha ha ! ! Last year this time I wa a beast * speaking of prego lady ! * I could n't eat then I ca n't eat now ! ! !,negative,
488476,wow sound like u enjoyed it a lot ! ! ! bit of a problem . i still cant find a dress for ur party,negative,
295611,"Another hour in the car before I even get home , this is so shitty",negative,
1041122,Tired but I ca n't stop watching this show I swear I 'm addicted to it bone is on for two hour ! Love it ! ! !,positive,
1122760,We have been given a new demon to protect u ! He 's a bad as too . So we gave him a list of people that have been hurting u,positive,
793751,is bored and doe n't know what to do .. any idea guy ?,negative,
370700,"I 'm going to watch new excellent movie : Ghosts of Girlfriends Past ... 2morrow is a new day , but today wa a big waste of time",negative,
1346586,"By the way , I learned about you from , a presentation she gave for smcsf , spoke verrry highly of you .",positive,
936800,were you at si earlier ? ..,positive,
504700,So sleepy hate being up at 5.15,negative,
507866,Doesnt know why he isnt talking to me ugh what did i do ....,negative,
169967,I really want a milkshake . I have no money .,negative,
523117,diet coke in LAB coke machine just went from $ 1.25 to $ 2.00 .,negative,
1346294,up . finally . i think i have narcolepsy . i swear . haha . hope every1 ha a good day !,positive,
1213495,Go doctor ! You can figure out why this baby ha a weird heart rate ! You can do it !,positive,
149594,im hungry xD what to have to eat .,negative,
1264090,shiiiiat we still need to chat ! We are gon na kill it getting a lot of backing,positive,
559287,The nail on my left middle finger ripped off during my shower .,negative,
889724,That I do n't know . She might not -- -she 's a very busy chick,positive,
601876,What bum me out the most is that they always cancel the GOOD show and keep bringing back the bad one . RIP the unusuals,negative,
1422178,lol me too Thanks . I like the way it is just so casual .,positive,
517238,"from stage front , u could see something wa wrong feel better ! back suck ... Tri's-no prob ; walking down stairs-done 4 a wk !",negative,
1360668,"Still trying to catch up on tweet , but doing good .",positive,
168052,That 's it ? It 's done already ? This is one proof that there 's nothing fair in this world .,negative,
1576077,thanks for the KFC ad it wa awesome !,positive,
949975,wa n't bad at all . am getting the other one done in 1.5 wks,positive,
839768,WITH STEPHEN,positive,
78520,I know how but Mom 's connection is so bad .,negative,
122606,Not loving being awake rn do not want driving lesson,negative,
267670,hi cannibalspin why did eu eat the japanese for lunch their family will be so sad,negative,
1202535,aww . Darn yeah I enjoy concert . George Strait I 'm not a fan of . But to each their own,positive,
24179,i like texting people in the morning because work is slow . No one answer back though .,negative,
131864,is sad & amp ; really miss his wife,negative,
274466,"I wanted to come out , but I wa already comfy on my couch when I heard where you were going ! Plus I 'm 7 mo preggo so .... yeah .",negative,
47998,No can ut of stock lol look like iam on the cheap crap again .,negative,
597546,not supported by AT & amp ; T until later this year,negative,
1216713,if u asked me if I love him ... I 'd lie,positive,
1482432,thank you American Heart Association for having the vision to co-invent a future where game and social network make u sweat ... a lot,positive,
447874,I do ... But then what after that ? A desolate wasteland of nothing ! I 'll be like Mel when he wa left naked in the desert,negative,
1584228,I 'm doing well Getting a little nervous about going back to work .. but that 's how it is ! How are you ?,positive,
1046527,"thank you , I had a lovely time . Hope all is well with you guy",positive,
725348,do n't have those outside though ... at least not up here .,negative,
568910,But on to other thing . My son and his girlfriend broke up last night . They are 10 and 11 . Young love is so fickle . He 's really torn up,negative,
1362802,"haha , thanks . I still get carded a lot for stuff .",positive,
1546565,"That wa a 14 hour trip , but I slept for a few hour cause I wa falling asleep , so it wa even longer . I admit , I learned a lot voyaging",positive,
1472367,Basement cleaning today ... then maybe Juno !,positive,
816054,waiting for client to arrive for workshop . So looking forward to this .,positive,
1044832,non just yet ! but hey ! it just a number game hows workload your end ?,positive,
797137,oh but only in pink and blue i want purple and green . pooh face .,negative,
1064419,re : subway pizza : how come ? The thought of a few hundred people breathing on your pie ?,positive,
258595,can feel my heart braking had to tell my nephew and si in law bye ... i hate good bye ...,negative,
1021601,"good morning beautiful , have a great day .",positive,
1052243,Following io2009 and g4c while printing monthly sale report . mad about not being at g4c until I helped a lil old lady with her stuff,positive,
1495649,yep . i too think it 's worth the money to go !,positive,
229841,is headed to the hospital .,negative,
655167,that 's insane ! Too bad I just bought 2 4gb 's for my Lumix .,negative,
1111298,"so how 's doing todaaaay ah i forgot to comment your new blog , i have to go do that right now",positive,
1468443,Cranking the big rig up . S101 and Air just do n't cut it next to The Beast,positive,
1252983,"ok sound good get ready for the heat ! btw Tommyboy want EJ to bring the toy he got him , he got one too .",positive,
41978,well that leaf me out for runner up since your my fav .,negative,
392354,would love to know who 's house party we bowled right into last night . I want the house please . abFAB night yup ! ! One more sleep in ldn,negative,
646254,my spine is a twisted heap of pain,negative,
683685,I ca n't help it . Sorry .,negative,
378303,but the ONE who wa in all of the kissing photo !,negative,
71734,: O if you go to the extraaaa show who will you go wittth ? ? ? btw come together festival ha weird people performing and it $ 77 !,negative,
484124,Both kid low grade fever . hope it 's nothing .,negative,
787931,this suck .,negative,
454226,that stink that your agent never called . some agent are n't motivated,negative,
439402,is leaving Pittsburgh,negative,
166165,Yeah yeah ? How the heck are you anyway ? Sastch it up again this year ? I had to bail out for lack of expense,negative,
95386,I 'm already sick of this train,negative,
780101,"Shuttle Launch scheduled for the week we 're in Orlando = scrubbed . bummer , probably my only chance to see a live shuttle launch .",negative,
988096,"Lol at Mickey Mouse ( : Very well , he 's doing very well",positive,
188996,I just had the most disgusting nose bleed ever . My hand smell like penny,negative,
176077,Aw yes we had it out for week got asked to return it in end ! I wish they had just bought it for me ! never mind ? ?,negative,
184334,Night at the Museum wa great ! Loved ending & amp ; Amy Adams . But a tad too intense for Miss Laura . Scary birdmen ! ! ! So we covered her eye .,negative,
1506516,Sounds good . We should be free around 6ish . Denn will call you . Will your place be clean by then w all this moving ? Joking .,positive,
1526221,"Monday - Monday , Monday , Monday - I 'm doing an employee appreciation meeting today - trivia - game What are you doing for your Monday ?",positive,
1311396,hellooo .. nice to know you,positive,
628586,I wish I wa on cloud 9,negative,
854939,You 're definitely keeping good company now my man ... you 'll find out her name soon enough . Patience grasshoppa,positive,
1059017,* roll eye * He 's such a woose . I even organize my button unlike him .,positive,
507843,junk food is the devil,negative,
1409091,headin to new york tomorrow for the day ! ca n't wait !,positive,
1210060,The photoshoot is going very well today,positive,
28844,fell off a couch ... lol i wa pretty drunk and just wasnt paying attention .. i tore all the ligament in my ankle,negative,
14693,Yeah ! Hopefully we will ! Man I really wanted to meet Mitchel !,negative,
759501,That 's becoming a habit ... of yours and mine,negative,
672897,Scratching my head trying to figure out why my webpage is n't working,negative,
390422,"I know time r hard . Were going to have to move out of this flat , no holiday for about 5 year , no new clothes it 's real bad",negative,
1083638,I wa until I lost to a Chinese girl . A little bitter about that . I probably should have won . BUT I beat the grl before her .,positive,
840287,that 's amazing i hope you had an awesome time ! !,positive,
134449,yeah right when another season for me start & amp ; I have one Helluva time getting day off . Hell Im laid off from Nov to April,negative,
1446673,"I had a bowl of cereal ... you have the cupcake , artificial dye FTW",positive,
913777,i feel really blessed to have super awesome best friend,positive,
185588,"I do n't like the Lakers either ! But I do like the Celtics , to bad their already out",negative,
797760,well ...... had the midwife today and the evil evil woman gave me my anti d jab which hurt like hell but it all for the baby . i think ...,negative,
604146,"I 'm ready for the PbP , but I do n't have a teddy bear .",negative,
1272392,well i am glad i know u did it all good tho u tried and i got to meet them later so it all good,positive,
1495827,If you can watch the European unrated version . I hear it 's MUCH better .,positive,
1319288,wakin up in the bay is like a back 2 back orgasm is it that serious yea it is,positive,
713430,I wan na shoot some hoop but it 's too hot outside,negative,
29080,Sitting bored in my house,negative,
1129863,"Now is Peter Pan time , of course Tinkerbell is seated next to Emma !",positive,
1428753,Just got out of the hot tub with a wonderful view of the smoky mountain,positive,
481179,I think I lost my frog mirror oh no,negative,
636393,"awe , you 're such a nice guy . you do n't deserve that",negative,
362517,wa happy and hyper ... now a little bit low : / weirddddddd,negative,
766545,aaha you 're alive when is your pc working normally again ? I miss talking to you it 's so quiet without my little swedish radio,negative,
622362,"omg , asked my mom if i can buy the big bang board game and she almost slapped me LMAOO feel like bb internet shopping",negative,
1568730,I 've gotten so used to DestroyTwitter opening up a new browser window that I did n't think about that .,positive,
1552966,I wish that I could train with you . I love running .,positive,
865450,"had such a special birthday yesterday , climbed the Sydney harbour bridge with Ross followed by a gorgeous italian meal out on the rock",positive,
1432478,Tonight is a good sport night .,positive,
45132,Sitting on my bedwaiting for Matt ... -sighs- I wish he wa home here in the state ... not Iraq ...,negative,
29126,"Still w/ headache ! ! just tweeting in the meantime . Randomness : I love EZPass , brilliant idea , ca n't understand why ppl still use cash !",negative,
1248704,"Thanks Ryan , I 'll focus hope on being the first private CDN Moonwalker",positive,
1121345,Yay ! I 'm HAPPY ! ... it wa my pleasure . & lt ; 3,positive,
751148,"Whats up GG ! ! I love you , but last time I went wa the craziest experience I ever had there , and I did n't get to eat",negative,
1369154,yes indeed ... but it 's ok to cheat a little sometime too,positive,
460116,Going to bed . Sad little person,negative,
297013,Wow 20 day ...... Well I ca n't blame me for not having interwebz,negative,
1206874,Considering vine is from microsoft my answer would be ummmmm .... NOPE !,positive,
1436939,"from my friend that wa with me - said you looked very young , and thought you were about 23 , thought you 'd appreciate that",positive,
985794,It 's back to work ! We 'll get you through the Monday blue,positive,
1370895,"yeah it 's a terrible , terrible place . luckily i have no soul so i enjoy it immensely .",positive,
1590302,glad you approve . how wa download btw ?,positive,
47146,work again today,negative,
201034,my dog ha cancer,negative,
1156456,"cool . Microbiology wa something I wanted to do after seeing Outbreak , but my parent sold me engineering . I ca n't complain",positive,
265229,Holy shit omfg I remember what we did that night in mammoth .. Ur smaller than I wouldve thought,negative,
87517,"i never knew being burnt could be this painful , i ca n't wear strap",negative,
412130,sorry I always said tho after I got my group pic with BSB i would be & quot ; done & quot ; with being a fan co i got everything i want,negative,
1393058,You are seriously obsessed with celebrity baby,positive,
847569,It 's all good . I have depression .. But i 'll be good .,positive,
1472253,Congrats Glo ! ! Roger won the french open .,positive,
1267191,Yeah .. It wa out of place though earlier -- it is finally cropped right !,positive,
187791,boo for leaving late for the club ... 80 's getting a speeding ticket .,negative,
933213,"just saw ghost of girlfriend past , pretty good , talked a lot about sex but over all had a good time with Kae",positive,
426953,ha n't slept much,negative,
1473676,Now im going to place my vote for the EU Parlament . Election day today here in Sweden . Then having some friend over for coffe and movie !,positive,
8813,"When I saw the twit trending on virtual assistant , I wa hoping down inside it wa something to do with AI agent . But no .",negative,
406150,Finally signed myself up to unfortunately missed out on the signed Lions shirt,negative,
124635,Set of drawer ha piece missing . Everything ha been cobbled together so will have dismantle in the hope that shop will take it back,negative,
1413366,"That 's awesome . I would love to have seen them back then , but I do n't think my parent would take me . : p",positive,
629891,Is at work so tired ! 6 day a week aint no joke,negative,
1309756,hitting the hay ! grr ! stupid final in the morning ! good night !,positive,
1186483,"sorry , courtney 's married to Kevin . u can have Garbo",positive,
415072,My foot 's asleep ! It wo n't wake up ! Rawr .,negative,
1589411,I here to make the world better,positive,
475448,"my twitteriffic doe n't work , but my twitterena doe !",negative,
1238507,"About to leave Katie 's house , then going pick up Siera .",positive,
713424,I kinda wanted to try that sushi today lol,negative,
1138583,Hahha . Did n't mean it like that . Just trying to enjoy the little thing and pay attention to how grateful I really am !,positive,
912290,That 's it . I 'm hooked .,positive,
877594,simple braised lamb shank sound a good a anything,positive,
111861,: i no choice . my mom do n't let me keep in my house at all . that ; s y tmrw morning they coming to take . i can not keep .,negative,
212547,Oh I would love to meet up but I 'm buried in film and literary theory with no hope of surfacing any time soon . Sad time,negative,
459235,I seem to be only half watching the news .... Lots of heartbreaking story lately !,negative,
1087276,going to bed ! night everyone,positive,
1101678,Those are the very one I am eating,positive,
170049,My stomach is trying to eat itself . Is it time for lunch yet ? * look at clock * Damn ... another hour 20 'til lunch .,negative,
403042,My phone officially doe n't work -_- i can still make call and recieve but i cant see my screen Still waiting for a new phone,negative,
1085001,Well I 'm sending you good vibe and wishing you well . G'night to you,positive,
556041,I know I 'm not the only one living in the house-3 others ! not one of them thought about bringing it in ... grr,negative,
1163788,just became a fan of Alex Meraz on facebook ! & lt ; 33,positive,
988186,we all know is really at home playing on his xbox,positive,
190401,is there anything in your fridge ? mine empty besides thursday night pizza,negative,
70568,just got my first parking ticket of three year living in savannah,negative,
21621,the weather is so nice outside . ok a little bit cold and windy but still pleasant . wan na play outside than 'forced ' to be sat @ home,negative,
360123,"I wa so excited when I found a big chocolate donut at the bottom of the lake . Sadly , it turn out it 's just an old tire .",negative,
1245228,doe everyone know each other in Valkeakoski ? yeah it 's him . we were there this wkend to check out new bar that just opened .,positive,
1071046,u can suggest people to floow other people,positive,
492395,Fuck pacsun for not having any small in anything I 'm pissed,negative,
218425,"Went home for dinner , got ran over by a wheelchair ... ton of fun ! Now broken and extremely bruised back at work . Wishing I wa home !",negative,
849295,I need to have morning like that,positive,
488607,isssssss by herself .,negative,
454559,Girl this movie is sad It wa on network television a long time ago,negative,
1313071,well thats why you started complaining about the telecom industry,positive,
346307,thats annoyed me ! I thought would be a funny surprise for you ! x,negative,
1175872,thanks buddy i hope you enjoy your day a well and this beautiful sunshine !,positive,
1343644,had funn hanging with andrea,positive,
990994,I saw it when I wa in Copenhagen ... pretty good but nowhere near the awesomeness of the book .. good luck with recording !,positive,
207233,"i cried too ! it wa sadd but it had some really funny part , i loved it !",negative,
1128750,he 'd have been more than welcome to come along,positive,
685232,can not be bothered with work .,negative,
1000784,OTL food for all,positive,
425620,Wants to talk to asha . Maybe even skype . But it 's bedtime . I need to go,negative,
1206797,video processing now should n't be very long now ; ),positive,
293087,I 'm really stressing now ...,negative,
1107835,"Fisnished at work , now it 's time for the sun to shine on me ! ( .. followed by a barbeque party )",positive,
74692,"Back to work in the rain . , the other chard from ChD wa l'enfant sauvage . tastecamp",negative,
878279,"I am following him . That still sound rather & quot ; stalker-esque & quot ; to me.But , I liked what I heard .",positive,
1227562,intern ! I would have sent cooky if I had known,positive,
486621,im sorry but the show will not disappoint ! and thats so cool that u got to meet joe during dwts ! !,negative,
447126,It is no longer 'early 2009 ' . I would like more Exes and Ohs please,negative,
181050,So every time I see hubby tie the canoe on top of the jeep I shld be coming ? Hmm .. I 'm doing it wrong .,negative,
995928,"Thanks for the link , that wa a great article ! Interesting how you never know what 's floating overhead . Thanks again !",positive,
1159833,btw You did a great job at turning Tila 's hair black . But it 's hard to turn that gray to white huh ?,positive,
1538490,"I really am inspired . I 've just recently taken a closer look at my wardrobe and thought , & quot ; WHY HAVE N'T I WORN THIS LATELY ? & quot ;",positive,
556625,6PM ! what am i going to until then,negative,
1287622,WOOHOOO ! ! ! My second article wa published on MMORPG.com . I 'm becoming down right prolific .,positive,
505700,It 's only Monday,negative,
1516364,doe n't understand twitter at all atm so gon na type in all kind and see what happens ! New trend,positive,
1439664,can not believe she is 22 ... I 'm getting so old ! = ( ... but life seems to be getting so much better !,positive,
897758,ok the goon show ? or Derek and Clive ? ? ? lol my run wa 5mins faster this morning yay,positive,
112901,So much for our day to sleep in ! Fire alarm went off at the hotel this morning . Someone cooked something too long in the microwave-FAIL !,negative,
587605,at the animal hospital with and my cat rajah,negative,
836735,"perpetual spring ? ? is raining from 4 day ! ! i approved that we are hot guy , but chick are cold a snow",positive,
681618,I want to update my blog .. But I 'm too bored to do such ....,negative,
239051,"ohmy , I just heard on the news that one of the 2 trauma we got in the ER last night did n't make it",negative,
619096,worried about Him T__T Is He OK ? How can fan do it ?,negative,
561884,looking at all the crap on and around my desk and wondering if 4 week is long enough to clean it all up,negative,
20120,yawn .... another day in work and it 's sunny AGAIN,negative,
925475,at the tireshop .... again . hopefully we close early found a new bracelet : ],positive,
1303359,"hey , have n't talked much to you today . Hope you 're okay . knight",positive,
1575514,you DEFFINITELY had a birthday weekend ! Hope it wa a blast ! Nitey,positive,
1035736,Aww thanks Hope you have a great day !,positive,
630546,I need you,negative,
1424527,"Finished three song with Natalie and Bethany . AND I 'M GOING TO ITALY , MOTHERFUCKASSS .",positive,
171770,i have become my mother slave .,negative,
778312,Homework suck and make you hungry going to buy a cookie now heh heh heh ^^ -,negative,
418922,Sending the day driving around vile ! Went to top of Chill watched yes man . Drove around kirwan spilt my lunch heading to the city now .,negative,
778001,"i wa hoping you guy would win an mmva ,",negative,
903077,"morning world , is raining 2day so revision do n't seem so tough ,",positive,
253563,actually my only mistake wa not to get hot swappable drive,negative,
941766,"Oh , shoot . And I do n't have a ride to or from pride prom . Something tell me dad wo n't approve of The Gays . I 'm going to wear my fun tie .",positive,
692161,i do n't like rockport girl,negative,
768931,Tbs cancelled,negative,
978807,I just woke up and I feel like shit . Need Coffee .,positive,
522752,"Oh no i woke up late ! ! ! ! I 'm thinking of calling in , but I should n't",negative,
211521,Hmm maybe ! I ca n't drive yet but hopefully by the end of the week I 'll be able to come down !,negative,
520179,Minifridge at work is broken Where am I gon na put all the beer now ?,negative,
334754,I really liked killzone 1 ! I could n't make myself finish kz2 or resistance 2,negative,
936279,Hahaha co I do n't even know you . But I do want to kill you When you see a very pretty girl in your room tonight with a -,positive,
578273,AAPL say very firmly that my iPhone 3G S will come on friday even though UPS say on the 22nd . Who am I to believe ? ? ? ?,negative,
480700,dude I could n't find a pic of you,negative,
1011070,what to do ? am bored to death . gosh .,positive,
170521,"Worried about Bry , he ha bronchitis and a sinus infection Poor baby .",negative,
62673,Tired a fuckkk long night,negative,
82074,"found a timber floor we both love , then ask where it come from - Brazilian rainforest",negative,
1060897,"ahh , it 's such an amazing film ! i could feel a tear coming to my eye when they were singing hello beautiful !",positive,
49684,"really want to go to Lily Allen 's secret LDN gig , but ca n't add her a a friend on MySpace",negative,
620388,About to do my running . I feel a little sleepy though,negative,
14173,I give up too ! The worst day in a while ! Fuck the military . Best part of today wa finding out hawkeye ha a butthole chin .,negative,
426505,"get well soon mom , love you",negative,
1451582,I 'm trying to save your help in case I need it to make rent .,positive,
302131,Just past 3am - ca n't sleep - damn it,negative,
704586,Prom wa amazin couldnt fink of a betta way 2 end everything Guna miss every1,negative,
927208,librarian ? you wrote a story about librarian ? ? ?,positive,
715746,* YAWN * good morning ! it sundaaaay ! the last day of weekend [ got ta finish all the homework ! ],negative,
551604,need the card to make cash to hand out cash reward,negative,
783204,Off to Brussels tomorrow to help Jo - should be a laugh . My boy say & quot ; do n't come back without any wine gum & quot ; and I think they mean it,negative,
188863,I miss my bubby .,negative,
521338,"Was at work & amp ; took care of cell early this morning . But , son ha a fever , so I 'm home the rest of the day taking care of him . He 's ok .",negative,
1013365,Well all I can say is the English had better watch out cause the Scots girl are coming,positive,
862791,Birthday today . One year older again . But still feeling young,positive,
948419,Haha scary movie is on mtv but I ca n't watch it got ta wake up early tomorrow,positive,
973799,"My family gone swimming except me . I did n't join them because I 'm lazy and tired . haha ! Now , I 'm all alone here .",positive,
739772,I hope for that pretty soon or my world turn into a crazy one,negative,
542751,Random and I know no one give a shit but I 'm feeling overwhelmed and a little sad . emo ...,negative,
114223,": | good luck with the exam ! but that suck , i work all wednesday",negative,
1384092,About to go shopping again,positive,
1585495,Going swimming,positive,
182712,Mike ha not called me and I am now freaking out that maybe something bad happened to him .,negative,
384447,It 's really amazing how much faster the service for Verizon 's DSL is here I 'm getting 786k download speed . Home I get 26k to maybe 46k,negative,
1232208,it JUNE and yes flower are growing well in all this sunshine,positive,
1190969,"You can apply for a Google Sandbox account on the website , but can you imagine how many people are doing it ? ! I tried",positive,
1411041,i just went to gulf shore .,positive,
1385178,have u checked my website - that will an . all I 'm gearing up for another hosp . visit 2day .,positive,
685966,"They already left without me , because there 's a friend staying here ! And Nils did n't come with them I think .",negative,
663463,i hate subtitled foreign movie BC i only read the subtitle and cant focus on the movie . anyone else have this problem ?,negative,
1049640,only one and a half week left of school YAY !,positive,
443343,ohmygosh are you serious ? wow . that is pretty expensive actually . I lost my mileyworld so I cant get them tomorrow,negative,
1246150,"Yes , relieved ! ! I always say that thing always work out but sometimes I need a reminder ! ! They do !",positive,
678652,"it hurt when i sneeze on a side note , an ad just asked me if my drinking problem wa ruining my life . haha .",negative,
1430873,so i bought a stuffed animal and named him ozzie . that way i can shake him if he let goal through,positive,
214634,YES ! ! ! Me & amp ; my girl were talkin about that last night ... and how we have n't had that feeling in a while,negative,
1248367,Is going to swim,positive,
940393,"I 'm envious ! Still , almost time for me to head out for lunch now so I could always indulge myself",positive,
205406,Do n't leeeeaaaave ! I miss you already ! I 'm so happy for you though . Let u know when you are safe and settled !,negative,
544555,Poor bastard ? I 'm well hated ( sigh ) lol,negative,
106475,"I ca n't stand my dad 's snoring like , honestly , sharing a hotel room with him is actual hell .",negative,
983933,Thanks for sharing - this is really useful especially for backup purpose !,positive,
1250377,"haha , ok ! & lt ; 3 it 'll be a thick bracelet , is that okay ?",positive,
1115021,hahaha that pic is great !,positive,
1251969,Chinois is da neww Papion me think hahaa . I had sushi today .. and funny tasting water there ...,positive,
680100,upset I missed cassie 's party sound like ton of fun,negative,
1448768,"i keep having to sneeze ... but do n't . popcorn 's done . i always seem to spell & quot ; done & quot ; & quot ; down & quot ; .... i'm-an-idiot well , stupid is a stupid doe .",positive,
1239472,is off for a work out at the gym,positive,
1501059,"You can find the score of any game by texting Google ( 46645 ) and saying & quot ; Score [ team ] & quot ; It 's free , and you do n't need internet .",positive,
453674,think the computer in the library work much better than the PC at home .,negative,
325219,"Also , why do n't we work in this industry ?",negative,
724663,Another day down the drain well there 's always tomorrow,negative,
355943,he is dead man and u gettin voodoo doll out a I speak ?,negative,
